"Genes_core","PGFam_core"
"PGF_06776852","Recombination inhibitory protein MutS2"
"PGF_00054466","Succinate dehydrogenase cytochrome b558 subunit"
"PGF_09654405","FIG009886: phosphoesterase"
"PGF_03469495","hypothetical protein"
"PGF_03469424","Hypothetical protein, similarity with fibrinogen-binding protein Efb"
"PGF_03469456","FIG016906: hypothetical protein"
"PGF_03468375","Extracellular fibrinogen-binding protein Efb"
"PGF_00015221","Involved in expression of fibrinogen binding protein"
"PGF_00189765","hypothetical protein"
"PGF_03474765","hypothetical protein"
"PGF_03473936","hypothetical protein"
"PGF_03470418","Doubtful CDS. No database matches"
"PGF_00290578","hypothetical protein"
"PGF_00043081","Putative permease"
"PGF_03114197","hypothetical protein"
"PGF_00064587","Uncharacterized N-acetyltransferase BT9727_3663 (EC 2.3.1.-)"
"PGF_02473354","Glucosaminyl-malate:cysteine ligase"
"PGF_00416974","Cell division protein FtsL"
"PGF_00843106","Cell division protein FtsQ"
"PGF_03021263","SepF, FtsZ-interacting protein related to cell division"
"PGF_00425720","Putative RNA-binding protein YlmH"
"PGF_09044927","Cell division initiation protein DivIVA"
"PGF_00036275","Predicted ring-cleavage extradiol dioxygenase"
"PGF_00066124","Pyrimidine operon regulatory protein PyrR"
"PGF_00423378","Dihydroorotase (EC 3.5.2.3)"
"PGF_00110485","hypothetical protein"
"PGF_01286574","Protein serine/threonine phosphatase PrpC, regulation of stationary phase"
"PGF_06459503","Serine/threonine protein kinase PrkC, regulator of stationary phase"
"PGF_05636025","FIG001802: Putative alkaline-shock protein"
"PGF_00423429","Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain"
"PGF_00057440","Transcription factor FapR"
"PGF_09950730","Chromosome partition protein smc"
"PGF_06632167","Signal recognition particle associated protein"
"PGF_00426877","LSU ribosomal maturation GTPase RbgA (B. subtilis YlqF)"
"PGF_03466412","Putative cell wall hydrolase"
"PGF_00006067","FmhC protein of FemAB family"
"PGF_02895613","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74)"
"PGF_00007045","GTP-sensing transcriptional pleiotropic repressor CodY"
"PGF_02154745","DNA polymerase III polC-type (EC 2.7.7.7)"
"PGF_00415631","COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination"
"PGF_00411944","Ribosomal protein L7Ae family protein YlxQ"
"PGF_06848757","Ribonuclease J2 (endoribonuclease in RNA processing)"
"PGF_00058741","Transcriptional regulator in cluster with Zn-dependent hydrolase"
"PGF_00425729","FIG001621: Zinc protease"
"PGF_00001028","Uncharacterized zinc protease YmfH"
"PGF_10337778","3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter"
"PGF_00012639","FIG00003568: ACT domain protein"
"PGF_08110123","ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42)"
"PGF_06823736","2',3'-cyclic-nucleotide 2'-phosphodiesterase, Bsub YmdB"
"PGF_00410279","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.-) / 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.-)"
"PGF_03887337","hypothetical protein"
"PGF_04791864","hypothetical protein"
"PGF_00054415","Substrate-specific component ThiW of predicted thiazole ECF transporter"
"PGF_03077457","Glycerol-3-phosphate responsive antiterminator (mRNA-binding)"
"PGF_10512761","Lysophospholipase (EC 3.1.1.5); Monoglyceride lipase (EC 3.1.1.23)"
"PGF_00049731","Aluminum resistance protein"
"PGF_00004239","FemC, factor involved in methicillin resistance / Glutamine synthetase repressor"
"PGF_03469506","hypothetical protein transposon-related"
"PGF_03472471","hypothetical protein transposon-related"
"PGF_00399759","hypothetical protein transposon-related"
"PGF_00287588","hypothetical protein"
"PGF_00223657","hypothetical protein"
"PGF_03472342","hypothetical protein transposon-related"
"PGF_03472545","hypothetical protein transposon-related"
"PGF_03472305","hypothetical protein transposon-related"
"PGF_00203109","hypothetical protein"
"PGF_03472490","hypothetical protein transposon-related"
"PGF_03472536","hypothetical protein transposon-related"
"PGF_12956960","hypothetical protein"
"PGF_03469472","hypothetical protein transposon-related"
"PGF_00399761","hypothetical protein transposon-related"
"PGF_02897771","hypothetical protein transposon-related"
"PGF_03474317","hypothetical protein"
"PGF_03472583","hypothetical protein transposon-related"
"PGF_03472868","hypothetical protein transposon-related"
"PGF_00274496","hypothetical protein"
"PGF_12946886","Low-specificity L-threonine aldolase (EC 4.1.2.48)"
"PGF_12933114","ABC transporter, ATP-binding protein"
"PGF_07604576","Efflux ABC transporter, permease protein"
"PGF_07445153","Two-component system sensor histidine kinase"
"PGF_03476308","hypothetical protein"
"PGF_03467609","Staphylococcus nuclease (SNase) domain"
"PGF_07890178","hypothetical protein"
"PGF_02928547","Uncharacterized GabP-family amino acid permease SAV1333"
"PGF_03469449","hypothetical protein"
"PGF_01462542","CcdC protein"
"PGF_00891810","Glycine betaine transporter OpuD"
"PGF_04243787","Aconitate hydratase (EC 4.2.1.3)"
"PGF_00424236","4-hydroxybenzoyl-CoA thioesterase family active site"
"PGF_00308739","hypothetical protein"
"PGF_01323228","Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)"
"PGF_01843012","Sodium:alanine symporter family protein"
"PGF_00057413","Transcription antiterminator"
"PGF_03474591","hypothetical protein"
"PGF_02009924","UPF0118 membrane protein YubA"
"PGF_03105433","L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3)"
"PGF_00030669","Peptide methionine sulfoxide reductase regulator MsrR"
"PGF_12808897","2-hydroxymuconate tautomerase-like protein YwhB (Bsu3751)"
"PGF_01350455","Putative UV-damage repair protein UvrX"
"PGF_04871820","Prephenate dehydrogenase (EC 1.3.1.12)"
"PGF_00422645","Deblocking aminopeptidase (EC 3.4.11.-)"
"PGF_00743561","Anthranilate synthase, amidotransferase component (EC 4.1.3.27)"
"PGF_00014051","Indole-3-glycerol phosphate synthase (EC 4.1.1.48)"
"PGF_00033941","Phosphoribosylanthranilate isomerase (EC 5.3.1.24)"
"PGF_00413336","tRNA-dependent lipid II-Gly glycyltransferase (EC 2.3.2.17) @ tRNA-dependent lipid II-GlyGly glycyltransferase (EC 2.3.2.17) @ FemA, factor essential for methicillin resistance"
"PGF_00413337","tRNA-dependent lipid II-GlyGlyGly glycyltransferase (EC 2.3.2.18) @ tRNA-dependent lipid II-GlyGlyGlyGly glycyltransferase (EC 2.3.2.18) @ FemB, factor involved in methicillin resistance"
"PGF_00041482","Putative hydrolase"
"PGF_00095101","hypothetical protein"
"PGF_03990746","ABC-type dipeptide/oligopeptide/nickel transport system, ATP-binding protein"
"PGF_00008135","ABC-type dipeptide/oligopeptide/nickel transport system, ATP-binding protein"
"PGF_03474762","Glutamine ABC transporter, permease protein GlnP"
"PGF_03474761","Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)"
"PGF_00212205","hypothetical protein"
"PGF_02026136","Uncharacterized S1 RNA binding domain protein YitL"
"PGF_00019563","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)"
"PGF_02454442","N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)"
"PGF_00423098","Diaminopimelate epimerase alternative form predicted for S.aureus (EC 5.1.1.7)"
"PGF_03464090","Protein msa (Modulator of sarA)"
"PGF_00163216","hypothetical protein"
"PGF_03464017","5-bromo-4-chloroindolyl phosphate hydrolysis protein XpaC"
"PGF_04034434","Uncharacterized protein YaaN"
"PGF_00025760","Nitric oxide reductase activation protein NorD"
"PGF_04019277","Nitric oxide reductase activation protein NorQ"
"PGF_03281686","Uncharacterized protein YozC"
"PGF_04398204","hypothetical protein"
"PGF_00062166","Two component system histidine kinase ArlS (EC 2.7.3.-)"
"PGF_06737473","Putative response regulator ArlR"
"PGF_00028055","Acetyltransferase, GNAT family"
"PGF_00036976","Probable carboxy-terminal processing proteinase ctpA"
"PGF_02008894","UPF0346 protein YozE"
"PGF_00845945","DegV family protein"
"PGF_08852121","hypothetical protein"
"PGF_02007778","Ribonuclease HI, Bacillus nonfunctional homolog"
"PGF_00039720","Putative Staphylococcal surface anchored protein"
"PGF_00051368","Serine/threonine exchanger SteT"
"PGF_05595534","DNA polymerase I 5'-3' exonuclease domain"
"PGF_00064906","Uncharacterized protein Bsub YpbR"
"PGF_00415407","23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)"
"PGF_00417093","Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1"
"PGF_00426730","UPF0398 protein YpsA"
"PGF_03474715","hypothetical protein"
"PGF_01124268","RecU Holliday junction resolvase"
"PGF_02040916","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)"
"PGF_00013338","Hypothetical protein in cluster with penicillin-binding protein PBP1, Staphylococcal type"
"PGF_00417995","Chromosome replication initiation protein DnaD"
"PGF_00009760","UDP-N-acetylglucosamine:L-malate glycosyltransferase"
"PGF_00019427","MazG nucleotide pyrophosphohydrolase"
"PGF_07723617","Putative membrane protease YugP"
"PGF_10545981","hypothetical protein"
"PGF_00161012","hypothetical protein"
"PGF_03474775","TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase"
"PGF_08136687","Heptaprenyl diphosphate synthase component II (EC 2.5.1.30)"
"PGF_00011535","Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)"
"PGF_01175502","DNA-binding protein HBsu"
"PGF_00424108","Elastin binding protein EbpS"
"PGF_03071386","ATP-dependent DNA helicase RecS (RecQ family)"
"PGF_00399683","hypothetical protein YpbB"
"PGF_08546938","Ferredoxin"
"PGF_03751878","Substrate-specific component RibU of riboflavin ECF transporter"
"PGF_05007205","hypothetical protein"
"PGF_03473763","Phage lysin, N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)"
"PGF_03476919","Phage holin"
"PGF_06917521","Phage protein"
"PGF_03469962","Hypothetical protein, phi-ETA orf58 homolog [SA bacteriophages 11, Mu50B]"
"PGF_03469978","Phage protein"
"PGF_12957836","Phage protein"
"PGF_07916680","Putative major teichoic acid biosynthesis protein C"
"PGF_03469970","hypothetical protein within a prophage"
"PGF_00032693","Phage tail fiber"
"PGF_00032690","Phage tail fiber"
"PGF_02614080","Phage tail tape measure"
"PGF_03469926","hypothetical protein within a prophage"
"PGF_03469916","hypothetical protein within a prophage"
"PGF_12897295","hypothetical protein"
"PGF_00032045","Phage major tail protein"
"PGF_03469885","Phage protein"
"PGF_03469894","hypothetical protein within a prophage"
"PGF_03469867","Phage protein"
"PGF_03469878","hypothetical protein within a prophage"
"PGF_08709524","Phage major capsid protein"
"PGF_04744253","Prophage Clp protease-like protein"
"PGF_01675198","Phage portal protein"
"PGF_00032845","Phage terminase, small subunit"
"PGF_03463407","Phage-associated homing endonuclease"
"PGF_03469999","Phage regulatory protein"
"PGF_12850215","Phage DNA helicase"
"PGF_02224135","Phage protein"
"PGF_03470071","Phage protein"
"PGF_04657242","Transcriptional activator rinB, phage associated"
"PGF_04066698","Hypothetical protein, SAV0880 homolog [SA bacteriophages 11, Mu50B]"
"PGF_07271611","Hypothetical protein, SAV0877 homolog [SA bacteriophages 11, Mu50B]"
"PGF_03474603","hypothetical protein within a prophage"
"PGF_09640770","Dimeric dUTPase (EC 3.6.1.23)"
"PGF_03465743","Hypothetical protein, PVL orf52 homolog [SA bacteriophages 11, Mu50B]"
"PGF_00073012","Hypothetical protein, SAB1734c homolog [SA bacteriophages 11, Mu50B]"
"PGF_03476218","Phage protein"
"PGF_00032378","Hypothetical protein, PVL orf51 homolog [SA bacteriophages 11, Mu50B]"
"PGF_03472296","Phage protein"
"PGF_10411015","Phage protein"
"PGF_03941116","Phage protein"
"PGF_12737241","Phage protein"
"PGF_12796910","DNA polymerase I (EC 2.7.7.7), phage-associated"
"PGF_00032260","Phage protein"
"PGF_03470139","Phage protein"
"PGF_03471247","Phage protein"
"PGF_08209110","ORF101"
"PGF_06998138","Phage protein"
"PGF_03470046","Phage protein"
"PGF_03471347","Phage protein"
"PGF_03474689","hypothetical protein"
"PGF_00032123","Phage protein"
"PGF_03472176","hypothetical protein"
"PGF_12699334","hypothetical protein within a prophage"
"PGF_12958740","hypothetical protein within a prophage"
"PGF_02872493","Phage repressor"
"PGF_03098722","Phage protein"
"PGF_08748788","hypothetical protein"
"PGF_03473073","hypothetical protein within a prophage"
"PGF_12726603","hypothetical protein within a prophage"
"PGF_00399767","hypothetical protein within a prophage"
"PGF_00054145","Staphylococcal respiratory response protein SrrB"
"PGF_00054142","Staphylococcal respiratory response protein SrrA"
"PGF_06649360","Segregation and condensation protein B"
"PGF_02517283","Segregation and condensation protein A"
"PGF_00064857","Uncharacterized oxidoreductase YqkF"
"PGF_03469457","hypothetical protein"
"PGF_00057450","Transcription regulator AraC/XylS family"
"PGF_00047555","Alpha-glucosidase (EC 3.2.1.20)"
"PGF_07008246","Maltose operon transcriptional repressor MalR, LacI family"
"PGF_00010153","Glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein"
"PGF_03474760","Hypothetical sugar kinase in cluster with indigoidine synthase indA, PfkB family of kinases"
"PGF_00649604","Uncharacterized MFS-type transporter"
"PGF_01313780","Uncharacterized peptidase YqjE"
"PGF_03469486","hypothetical protein"
"PGF_00002359","UPF0403 protein YqiW"
"PGF_01797166","Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)"
"PGF_00412178","Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)"
"PGF_00423343","Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)"
"PGF_07706058","hypothetical protein"
"PGF_00026863","Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase, LipM (EC 2.3.1.181)"
"PGF_04713899","Rhodanese-like domain protein"
"PGF_00008776","Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)"
"PGF_00008774","Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)"
"PGF_03469448","Late competence protein ComGE, FIG018915"
"PGF_02164375","Late competence protein ComGD, access of DNA to ComEA, FIG012777"
"PGF_02046267","Late competence protein ComGC, access of DNA to ComEA, FIG007487"
"PGF_00016746","Late competence protein ComGB, access of DNA to ComEA"
"PGF_06888562","Late competence protein ComGA, access of DNA to ComEA"
"PGF_00425229","UPF0045 protein YqgV"
"PGF_02054288","Uncharacterized protein YqgQ"
"PGF_00807568","FIG056164: rhomboid family serine protease"
"PGF_00065678","Uncharacterized protein YqgF"
"PGF_02587605","Zinc uptake regulation protein Zur"
"PGF_05269328","DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13)"
"PGF_00003519","GTP cyclohydrolase 1 type 2 homolog YbgI @ Bsu YqfO NIF3/CutA domain"
"PGF_00413189","tRNA (adenine(22)-N(1))-methyltransferase (EC 2.1.1.217)"
"PGF_00009966","Glycyl-tRNA synthetase (EC 6.1.1.14)"
"PGF_00650532","UPF0365 protein YqfA"
"PGF_01867628","Heat-inducible transcription repressor HrcA"
"PGF_02704803","dCMP deaminase (EC 3.5.4.12) @ Late competence protein ComEB"
"PGF_07824136","Late competence protein ComEA, DNA receptor"
"PGF_00002970","FIG145533: Methyltransferase (EC 2.1.1.-)"
"PGF_03117711","Hydrolase (HAD superfamily), YqeK"
"PGF_02619921","GTP-binding protein YqeH, required for biogenesis of 30S ribosome subunit"
"PGF_00012652","FIG001553: Hydrolase, HAD subfamily IIIA"
"PGF_00021976","Uncharacterized metal ion transporter YcsG, Mn(2+)/Fe(2+) NRAMP family"
"PGF_09867549","Biotin carboxylase (EC 6.3.4.14)"
"PGF_03475779","Biotin carboxyl carrier protein associated with SAR1687-8"
"PGF_09398028","Uncharacterized protease YrrO"
"PGF_01328579","Uncharacterized protease YrrN"
"PGF_08719117","FIG011945: O-methyltransferase family protein"
"PGF_00013347","UPF0297 protein YrzL"
"PGF_00047095","RecD-like DNA helicase YrrC"
"PGF_00056362","TPR repeat-containing protein YrrB"
"PGF_00005688","Flavin-utilizing monoxygenase"
"PGF_00255933","hypothetical protein"
"PGF_03469439","sigmaB-controlled gene product"
"PGF_01767358","HesA/MoeB/ThiF family protein"
"PGF_00018090","LytH protein involved in methicillin resistance / N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) domain"
"PGF_00038653","Protein translocase subunit SecD / Protein translocase subunit SecF"
"PGF_00012657","ACT domain-containing protein"
"PGF_00641077","FIG139598: Potential ribosomal protein"
"PGF_00049182","Rod shape-determining protein MreD"
"PGF_10535178","hypothetical protein"
"PGF_00486077","hypothetical protein"
"PGF_03015882","hypothetical protein"
"PGF_10454652","UPF0758 family protein"
"PGF_00022281","Mobile element protein"
"PGF_06992598","23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(A)"
"PGF_01150248","Aminoglycoside 9-nucleotidyltransferase (EC 2.7.7.-) => ANT(9)-I"
"PGF_00061426","Transposase B from transposon Tn554"
"PGF_07592165","Transposase A from transposon Tn554"
"PGF_02008717","Late competence protein ComC, processing protease"
